Actual,Prediction
0.0,4.0816994
0.0,4.0816994
0.0,4.0816994
0.0,4.0816994
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.116859
0.0,4.174349
0.0,4.1387663
0.0,4.8924575
0.0,4.593047
0.0,4.0384574
11.0,4.5785127
0.0,4.7987685
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.5451736
0.0,4.7783937
0.0,4.4611287
0.0,4.1004744
0.0,4.091146
0.0,4.091146
3.0,4.091146
0.0,5.6673408
0.0,5.2437057
0.0,6.4420023
15.0,9.7904215
1.0,7.170054
0.0,4.745408
0.0,4.219666
0.0,4.60715
0.0,4.2816424
0.0,4.07679
0.0,4.091146
0.0,4.382366
0.0,5.2372193
0.0,4.894538
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.091146
0.0,4.280282
0.0,4.091146
0.0,4.811567
0.0,5.415837
0.0,5.579858
3.0,6.419433
0.0,5.1149645
0.0,4.0455527
0.0,4.0291696
0.0,4.3666883
0.0,4.486197
0.0,4.6064677
0.0,5.5595336
0.0,4.7366223
0.0,5.874419
0.0,4.4701557
0.0,4.1500964
0.0,4.0291696
0.0,4.0291696
0.0,5.0148373
0.0,4.219666
0.0,4.0291696
0.0,4.609794
0.0,4.4223523
0.0,7.1753063
0.0,7.5769477
0.0,4.713582
0.0,4.2183056
0.0,4.0291696
0.0,4.0291696
0.0,4.6525726
0.0,6.056873
2.0,4.019723
0.0,4.4664044
0.0,4.0291696
0.0,4.0291696
0.0,4.3872347
0.0,4.90148
